2022-05-18/14:11:39		Reading training file
2022-05-25/17:25:20		Entered the predictingTestData method of the Preprocessor class
2022-05-25/17:26:27		Entered the readDataset method of the Preprocessor class
2022-05-25/17:26:27		Reading data is a success
2022-05-25/17:26:28		Entered the readDataset method of the Preprocessor class
2022-05-25/17:26:28		Reading data is a success
2022-05-25/17:26:28		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:26:28		Finding missing values is a success
2022-05-25/17:26:28		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:26:28		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:26:28		Finding missing values is a success
2022-05-25/17:26:28		There are no null values, thus filling missing values is a success
2022-05-25/17:26:28		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:26:28		Finding outliers is a success
2022-05-25/17:26:28		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:26:28		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:26:28		Finding outliers is a success
2022-05-25/17:26:28		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:26:28		There are no outliers, thus replacing outliers is a success
2022-05-25/17:26:28		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:26:28		Creating New features is a success
2022-05-25/17:26:28		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:26:28		Creating New features is a success
2022-05-25/17:26:28		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/17:26:28		Entered the trainModel method of the Preprocessor class
2022-05-25/17:26:29		Training different models is a success
2022-05-25/17:26:30		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/17:26:30		Saving the best model
2022-05-25/17:26:30		Entered the predictingTestData method of the Preprocessor class
2022-05-25/17:32:04		Entered the readDataset method of the Preprocessor class
2022-05-25/17:32:04		Reading data is a success
2022-05-25/17:32:04		Entered the readDataset method of the Preprocessor class
2022-05-25/17:32:04		Reading data is a success
2022-05-25/17:32:04		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:32:04		Finding missing values is a success
2022-05-25/17:32:04		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:32:04		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:32:04		Finding missing values is a success
2022-05-25/17:32:04		There are no null values, thus filling missing values is a success
2022-05-25/17:32:04		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:32:04		Finding outliers is a success
2022-05-25/17:32:04		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:32:04		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:32:04		Finding outliers is a success
2022-05-25/17:32:04		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:32:04		There are no outliers, thus replacing outliers is a success
2022-05-25/17:32:04		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:32:04		Creating New features is a success
2022-05-25/17:32:04		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:32:04		Creating New features is a success
2022-05-25/17:32:04		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/17:32:04		Entered the trainModel method of the Preprocessor class
2022-05-25/17:32:05		Training different models is a success
2022-05-25/17:32:06		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/17:32:06		Saving the best model
2022-05-25/17:32:06		Entered the predictingTestData method of the Preprocessor class
2022-05-25/17:34:43		Entered the readDataset method of the Preprocessor class
2022-05-25/17:34:43		Reading data is a success
2022-05-25/17:34:43		Entered the readDataset method of the Preprocessor class
2022-05-25/17:34:43		Reading data is a success
2022-05-25/17:34:43		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:34:43		Finding missing values is a success
2022-05-25/17:34:43		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:34:43		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:34:43		Finding missing values is a success
2022-05-25/17:34:43		There are no null values, thus filling missing values is a success
2022-05-25/17:34:43		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:34:43		Finding outliers is a success
2022-05-25/17:34:43		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:34:43		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:34:43		Finding outliers is a success
2022-05-25/17:34:43		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:34:43		There are no outliers, thus replacing outliers is a success
2022-05-25/17:34:43		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:34:43		Creating New features is a success
2022-05-25/17:34:43		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:34:43		Creating New features is a success
2022-05-25/17:34:43		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/17:34:43		Entered the trainModel method of the Preprocessor class
2022-05-25/17:34:45		Training different models is a success
2022-05-25/17:34:45		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/17:34:45		Saving the best model
2022-05-25/17:34:45		Entered the predictingTestData method of the Preprocessor class
2022-05-25/17:36:29		Entered the readDataset method of the Preprocessor class
2022-05-25/17:36:29		Reading data is a success
2022-05-25/17:36:29		Entered the readDataset method of the Preprocessor class
2022-05-25/17:36:29		Reading data is a success
2022-05-25/17:36:29		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:36:29		Finding missing values is a success
2022-05-25/17:36:29		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:36:29		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:36:29		Finding missing values is a success
2022-05-25/17:36:29		There are no null values, thus filling missing values is a success
2022-05-25/17:36:29		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:36:29		Finding outliers is a success
2022-05-25/17:36:29		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:36:29		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:36:29		Finding outliers is a success
2022-05-25/17:36:29		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:36:29		There are no outliers, thus replacing outliers is a success
2022-05-25/17:36:29		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:36:30		Creating New features is a success
2022-05-25/17:36:30		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:36:30		Creating New features is a success
2022-05-25/17:36:30		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/17:36:30		Entered the trainModel method of the Preprocessor class
2022-05-25/17:36:31		Training different models is a success
2022-05-25/17:36:31		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/17:36:31		Saving the best model
2022-05-25/17:36:31		Entered the predictingTestData method of the Preprocessor class
2022-05-25/17:38:06		Entered the readDataset method of the Preprocessor class
2022-05-25/17:38:06		Reading data is a success
2022-05-25/17:38:07		Entered the readDataset method of the Preprocessor class
2022-05-25/17:38:07		Reading data is a success
2022-05-25/17:38:07		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:38:07		Finding missing values is a success
2022-05-25/17:38:07		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:38:07		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:38:07		Finding missing values is a success
2022-05-25/17:38:07		There are no null values, thus filling missing values is a success
2022-05-25/17:38:07		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:38:07		Finding outliers is a success
2022-05-25/17:38:07		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:38:07		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:38:07		Finding outliers is a success
2022-05-25/17:38:07		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:38:07		There are no outliers, thus replacing outliers is a success
2022-05-25/17:38:07		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:38:07		Creating New features is a success
2022-05-25/17:38:07		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:38:07		Creating New features is a success
2022-05-25/17:38:07		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/17:38:07		Entered the trainModel method of the Preprocessor class
2022-05-25/17:38:08		Training different models is a success
2022-05-25/17:38:08		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/17:38:08		Saving the best model
2022-05-25/17:38:08		Entered the predictingTestData method of the Preprocessor class
2022-05-25/17:39:59		Entered the readDataset method of the Preprocessor class
2022-05-25/17:39:59		Reading data is a success
2022-05-25/17:40:00		Entered the readDataset method of the Preprocessor class
2022-05-25/17:40:00		Reading data is a success
2022-05-25/17:40:00		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:40:00		Finding missing values is a success
2022-05-25/17:40:00		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:40:00		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:40:00		Finding missing values is a success
2022-05-25/17:40:00		There are no null values, thus filling missing values is a success
2022-05-25/17:40:00		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:40:00		Finding outliers is a success
2022-05-25/17:40:00		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:40:00		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:40:00		Finding outliers is a success
2022-05-25/17:40:00		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:40:00		There are no outliers, thus replacing outliers is a success
2022-05-25/17:40:00		Entered the creatingNewFeatures method of the Preprocessor class
